"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"2","cases"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_probable_imported_cases","AR0004",NA,NA,"1","cases"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_cases_under_study","AR0005",NA,NA,"183","cases"
"2016-04-16","Argentina-Buenos_Aires","province","cumulative_cases_discarded","AR0006",NA,NA,"21","cases"
"2016-04-16","Argentina-CABA","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-CABA","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-CABA","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"9","cases"
"2016-04-16","Argentina-CABA","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-CABA","province","cumulative_cases_under_study","AR0005",NA,NA,"87","cases"
"2016-04-16","Argentina-CABA","province","cumulative_cases_discarded","AR0006",NA,NA,"2","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"0","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_cases_under_study","AR0005",NA,NA,"15","cases"
"2016-04-16","Argentina-Catamarca","province","cumulative_cases_discarded","AR0006",NA,NA,"0","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"0","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_cases_under_study","AR0005",NA,NA,"60","cases"
"2016-04-16","Argentina-Chaco","province","cumulative_cases_discarded","AR0006",NA,NA,"1","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"1","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_cases_under_study","AR0005",NA,NA,"5","cases"
"2016-04-16","Argentina-Chubut","province","cumulative_cases_discarded","AR0006",NA,NA,"0","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"1","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"2","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_cases_under_study","AR0005",NA,NA,"30","cases"
"2016-04-16","Argentina-Cordoba","province","cumulative_cases_discarded","AR0006",NA,NA,"0","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_probable_local_cases","AR0002",NA,NA,"0","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_confirmed_imported_cases","AR0003",NA,NA,"2","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_probable_imported_cases","AR0004",NA,NA,"0","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_cases_under_study","AR0005",NA,NA,"19","cases"
"2016-04-16","Argentina-Corrientes","province","cumulative_cases_discarded","AR0006",NA,NA,"0","cases"
"2016-04-16","Argentina-Entre_Rios","province","cumulative_confirmed_local_cases","AR0001",NA,NA,"0","cases"
