"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-02-03","Haiti-Artibonite-Desssalines_Marchand","municipality","total_zika_new_suspected","HA0001",NA,NA,1,"cases"
"2016-02-03","Haiti-Artibonite-Ennery","municipality","total_zika_new_suspected","HA0001",NA,NA,7,"cases"
"2016-02-03","Haiti-Artibonite-Gonaives","municipality","total_zika_new_suspected","HA0001",NA,NA,3,"cases"
"2016-02-03","Haiti-Artibonite-Verrettes","municipality","total_zika_new_suspected","HA0001",NA,NA,42,"cases"
"2016-02-03","Haiti-Artibonite","province","total_zika_new_suspected","HA0001",NA,NA,53,"cases"
"2016-02-03","Haiti-Centre-Hinche","municipality","total_zika_new_suspected","HA0001",NA,NA,7,"cases"
"2016-02-03","Haiti-Centre-Maissade","municipality","total_zika_new_suspected","HA0001",NA,NA,3,"cases"
"2016-02-03","Haiti-Centre-Mirebalais","municipality","total_zika_new_suspected","HA0001",NA,NA,22,"cases"
"2016-02-03","Haiti-Centre","province","total_zika_new_suspected","HA0001",NA,NA,32,"cases"
"2016-02-03","Haiti-Grande_Anse-Corail","municipality","total_zika_new_suspected","HA0001",NA,NA,1,"cases"
"2016-02-03","Haiti-Grande_Anse-Dame_Marie","municipality","total_zika_new_suspected","HA0001",NA,NA,3,"cases"
"2016-02-03","Haiti-Grande_Anse-Roseaux","municipality","total_zika_new_suspected","HA0001",NA,NA,2,"cases"
"2016-02-03","Haiti-Grande_Anse","province","total_zika_new_suspected","HA0001",NA,NA,6,"cases"
"2016-02-03","Haiti-Nippes-Fond_Des_Negres","municipality","total_zika_new_suspected","HA0001",NA,NA,7,"cases"
"2016-02-03","Haiti-Nippes-Miragoane","municipality","total_zika_new_suspected","HA0001",NA,NA,1,"cases"
"2016-02-03","Haiti-Nippes","province","total_zika_new_suspected","HA0001",NA,NA,8,"cases"
"2016-02-03","Haiti-Nord-Cap_Haitien","municipality","total_zika_new_suspected","HA0001",NA,NA,6,"cases"
"2016-02-03","Haiti-Nord-Limbe","municipality","total_zika_new_suspected","HA0001",NA,NA,2,"cases"
"2016-02-03","Haiti-Nord-Milot","municipality","total_zika_new_suspected","HA0001",NA,NA,2,"cases"
"2016-02-03","Haiti-Nord-Pignon","municipality","total_zika_new_suspected","HA0001",NA,NA,3,"cases"
"2016-02-03","Haiti-Nord-Plaine_du_Nord","municipality","total_zika_new_suspected","HA0001",NA,NA,12,"cases"
"2016-02-03","Haiti-Nord-Plaisance","municipality","total_zika_new_suspected","HA0001",NA,NA,4,"cases"
"2016-02-03","Haiti-Nord","province","total_zika_new_suspected","HA0001",NA,NA,29,"cases"
"2016-02-03","Haiti-Nord_Est-Ouanaminthe","municipality","total_zika_new_suspected","HA0001",NA,NA,4,"cases"
"2016-02-03","Haiti-Nord_Est","province","total_zika_new_suspected","HA0001",NA,NA,4,"cases"
"2016-02-03","Haiti-Nord_Ouest-La_Tortue","municipality","total_zika_new_suspected","HA0001",NA,NA,2,"cases"
