location,location_type,country,state_province,district_county_municipality,city,alt_name1,alt_name2
El_Salvador-Ahuachapan,department,El_Salvador,Ahuachapan,NA,NA,NA,NA
El_Salvador-Cabanas,department,El_Salvador,Cabanas,NA,NA,NA,NA
El_Salvador-Chalatenango,department,El_Salvador,Chalatenango,NA,NA,NA,NA
El_Salvador-Cuscatlan,department,El_Salvador,Cuscatlan,NA,NA,NA,NA
El_Salvador-La_Libertad,department,El_Salvador,La_Libertad,NA,NA,NA,NA
El_Salvador-La_Paz,department,El_Salvador,La_Paz,NA,NA,NA,NA
El_Salvador-La_Union,department,El_Salvador,La_Union,NA,NA,NA,NA
El_Salvador-Morazan,department,El_Salvador,Morazan,NA,NA,NA,NA
El_Salvador-San_Miguel,department,El_Salvador,San_Miguel,NA,NA,NA,NA
El_Salvador-San_Salvador,department,El_Salvador,San_Salvador,NA,NA,NA,NA
El_Salvador-San_Vicente,department,El_Salvador,San_Vicente,NA,NA,NA,NA
El_Salvador-Santa_Ana,department,El_Salvador,Santa_Ana,NA,NA,NA,NA
El_Salvador-Sonsonate,department,El_Salvador,Sonsonate,NA,NA,NA,NA
El_Salvador-Usulutan,department,El_Salvador,Usulutan,NA,NA,NA,NA
El_Salvador-Guatemala,department,El_Salvador,Guatemala,NA,NA,NA,NA
El_Salvador,country,El_Salvador,NA,NA,NA,NA,NA
