"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-06-25","El_Salvador-Ahuachapan","department","cumulative_suspected_total","SV0010",NA,NA,140,"cases"
"2016-06-25","El_Salvador-Cabanas","department","cumulative_suspected_total","SV0010",NA,NA,364,"cases"
"2016-06-25","El_Salvador-Chalatenango","department","cumulative_suspected_total","SV0010",NA,NA,588,"cases"
"2016-06-25","El_Salvador-Cuscatlan","department","cumulative_suspected_total","SV0010",NA,NA,570,"cases"
"2016-06-25","El_Salvador-La_Libertad","department","cumulative_suspected_total","SV0010",NA,NA,1053,"cases"
"2016-06-25","El_Salvador-La_Paz","department","cumulative_suspected_total","SV0010",NA,NA,141,"cases"
"2016-06-25","El_Salvador-La_Union","department","cumulative_suspected_total","SV0010",NA,NA,49,"cases"
"2016-06-25","El_Salvador-Morazan","department","cumulative_suspected_total","SV0010",NA,NA,123,"cases"
"2016-06-25","El_Salvador-San_Miguel","department","cumulative_suspected_total","SV0010",NA,NA,181,"cases"
"2016-06-25","El_Salvador-San_Salvador","department","cumulative_suspected_total","SV0010",NA,NA,2515,"cases"
"2016-06-25","El_Salvador-San_Vicente","department","cumulative_suspected_total","SV0010",NA,NA,303,"cases"
"2016-06-25","El_Salvador-Santa_Ana","department","cumulative_suspected_total","SV0010",NA,NA,562,"cases"
"2016-06-25","El_Salvador-Sonsonate","department","cumulative_suspected_total","SV0010",NA,NA,86,"cases"
"2016-06-25","El_Salvador-Usulutan","department","cumulative_suspected_total","SV0010",NA,NA,152,"cases"
"2016-06-25","El_Salvador-Guatemala","department","cumulative_suspected_total","SV0010",NA,NA,3,"cases"
"2016-06-25","El_Salvador-Honduras","department","cumulative_suspected_total","SV0010",NA,NA,1,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_total","SV0010",NA,NA,6848,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_under_1","SV0001",NA,NA,179,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_1-4","SV0002",NA,NA,348,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_5-9","SV0003",NA,NA,343,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_10-19","SV0004",NA,NA,636,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_20-29","SV0005",NA,NA,1692,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_30-39","SV0006",NA,NA,1551,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_40-49","SV0007",NA,NA,1156,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_50-59","SV0008",NA,NA,654,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_age_60_plus","SV0009",NA,NA,289,"cases"
"2016-06-25","El_Salvador-Sonsonate","department","cumulative_suspected_pregnant","SV0011",NA,NA,6,"cases"
"2016-06-25","El_Salvador-San_Miguel","department","cumulative_suspected_pregnant","SV0011",NA,NA,13,"cases"
"2016-06-25","El_Salvador-Cabanas","department","cumulative_suspected_pregnant","SV0011",NA,NA,27,"cases"
"2016-06-25","El_Salvador-Cuscatlan","department","cumulative_suspected_pregnant","SV0011",NA,NA,19,"cases"
"2016-06-25","El_Salvador-San_Salvador","department","cumulative_suspected_pregnant","SV0011",NA,NA,83,"cases"
"2016-06-25","El_Salvador-San_Vicente","department","cumulative_suspected_pregnant","SV0011",NA,NA,18,"cases"
"2016-06-25","El_Salvador-Santa_Ana","department","cumulative_suspected_pregnant","SV0011",NA,NA,13,"cases"
"2016-06-25","El_Salvador-Chalatenango","department","cumulative_suspected_pregnant","SV0011",NA,NA,24,"cases"
"2016-06-25","El_Salvador-La_Libertad","department","cumulative_suspected_pregnant","SV0011",NA,NA,21,"cases"
"2016-06-25","El_Salvador-La_Paz","department","cumulative_suspected_pregnant","SV0011",NA,NA,2,"cases"
"2016-06-25","El_Salvador-Morazan","department","cumulative_suspected_pregnant","SV0011",NA,NA,4,"cases"
"2016-06-25","El_Salvador-Usulutan","department","cumulative_suspected_pregnant","SV0011",NA,NA,9,"cases"
"2016-06-25","El_Salvador-Guatemala","department","cumulative_suspected_pregnant","SV0011",NA,NA,1,"cases"
"2016-06-25","El_Salvador-La_Union","department","cumulative_suspected_pregnant","SV0011",NA,NA,2,"cases"
"2016-06-25","El_Salvador-Ahuachapan","department","cumulative_suspected_pregnant","SV0011",NA,NA,3,"cases"
"2016-06-25","El_Salvador","country","cumulative_suspected_pregnant","SV0011",NA,NA,245,"cases"
"2016-06-25","El_Salvador","country","weekly_hospitalized","SV0013",NA,NA,NA,"cases"
"2016-06-25","El_Salvador","country","cumulative_confirmed","SV0012",NA,NA,43,"cases"
