location,location_type,country,state_province,district_county_municipality,city,alt_name1,alt_name2
Colombia-Santander-Cabrera,municipality,Colombia,Santander,Cabrera,NA,68121,NA
Colombia-Santander-California,municipality,Colombia,Santander,California,NA,68132,NA
Colombia-Santander-Capitanejo,municipality,Colombia,Santander,Capitanejo,NA,68147,NA
Colombia-Santander-Carcasi,municipality,Colombia,Santander,Carcasi,NA,68152,NA
Colombia-Santander-Cepita,municipality,Colombia,Santander,Cepita,NA,68160,NA
Colombia-Santander-Cerrito,municipality,Colombia,Santander,Cerrito,NA,68162,NA
Colombia-Santander-Charala,municipality,Colombia,Santander,Charala,NA,68167,NA
Colombia-Santander-Charta,municipality,Colombia,Santander,Charta,NA,68169,NA
Colombia-Santander-Chima,municipality,Colombia,Santander,Chima,NA,68176,NA
Colombia-Santander-Chipata,municipality,Colombia,Santander,Chipata,NA,68179,NA
Colombia-Santander-Cimitarra,municipality,Colombia,Santander,Cimitarra,NA,68190,NA
Colombia-Santander-Concepcion,municipality,Colombia,Santander,Concepcion,NA,68207,NA
Colombia-Santander-Confines,municipality,Colombia,Santander,Confines,NA,68209,NA
Colombia-Santander-Contratacion,municipality,Colombia,Santander,Contratacion,NA,68211,NA
Colombia-Santander-Coromoro,municipality,Colombia,Santander,Coromoro,NA,68217,NA
Colombia-Santander-Curiti,municipality,Colombia,Santander,Curiti,NA,68229,NA
Colombia-Santander-El_Carmen_De_Chucuri,municipality,Colombia,Santander,El_Carmen_De_Chucuri,NA,68235,NA
Colombia-Santander-El_Guacamayo,municipality,Colombia,Santander,El_Guacamayo,NA,68245,NA
Colombia-Santander-El_Penon,municipality,Colombia,Santander,El_Penon,NA,68250,NA
Colombia-Santander-El_Playon,municipality,Colombia,Santander,El_Playon,NA,68255,NA
Colombia-Santander-Encino,municipality,Colombia,Santander,Encino,NA,68264,NA
Colombia-Santander-Enciso,municipality,Colombia,Santander,Enciso,NA,68266,NA
Colombia-Santander-Florian,municipality,Colombia,Santander,Florian,NA,68271,NA
Colombia-Santander-Floridablanca,municipality,Colombia,Santander,Floridablanca,NA,68276,NA
Colombia-Santander-Galan,municipality,Colombia,Santander,Galan,NA,68296,NA
Colombia-Santander-Gambita,municipality,Colombia,Santander,Gambita,NA,68298,NA
Colombia-Santander-Giron,municipality,Colombia,Santander,Giron,NA,68307,NA
Colombia-Santander-Guaca,municipality,Colombia,Santander,Guaca,NA,68318,NA
Colombia-Santander-Guadalupe,municipality,Colombia,Santander,Guadalupe,NA,68320,NA
Colombia-Santander-Guapota,municipality,Colombia,Santander,Guapota,NA,68322,NA
Colombia-Santander-Guavata,municipality,Colombia,Santander,Guavata,NA,68324,NA
Colombia-Santander-Gsepsa,municipality,Colombia,Santander,Gsepsa,NA,68327,NA
Colombia-Santander-Hato,municipality,Colombia,Santander,Hato,NA,68344,NA
Colombia-Santander-Jesus_Maria,municipality,Colombia,Santander,Jesus_Maria,NA,68368,NA
Colombia-Santander-Jordan,municipality,Colombia,Santander,Jordan,NA,68370,NA
Colombia-Santander-La_Belleza,municipality,Colombia,Santander,La_Belleza,NA,68377,NA
Colombia-Santander-Landazuri,municipality,Colombia,Santander,Landazuri,NA,68385,NA
Colombia-Santander-La_Paz,municipality,Colombia,Santander,La_Paz,NA,68397,NA
Colombia-Santander-Lebrija,municipality,Colombia,Santander,Lebrija,NA,68406,NA
Colombia-Santander-Los_Santos,municipality,Colombia,Santander,Los_Santos,NA,68418,NA
Colombia-Santander-Macaravita,municipality,Colombia,Santander,Macaravita,NA,68425,NA
Colombia-Santander-Malaga,municipality,Colombia,Santander,Malaga,NA,68432,NA
Colombia-Santander-Matanza,municipality,Colombia,Santander,Matanza,NA,68444,NA
Colombia-Santander-Mogotes,municipality,Colombia,Santander,Mogotes,NA,68464,NA
Colombia-Santander-Molagavita,municipality,Colombia,Santander,Molagavita,NA,68468,NA
Colombia-Santander-Ocamonte,municipality,Colombia,Santander,Ocamonte,NA,68498,NA
Colombia-Santander-Oiba,municipality,Colombia,Santander,Oiba,NA,68500,NA
Colombia-Santander-Onzaga,municipality,Colombia,Santander,Onzaga,NA,68502,NA
Colombia-Santander-Palmar,municipality,Colombia,Santander,Palmar,NA,68522,NA
Colombia-Santander-Palmas_Del_Socorro,municipality,Colombia,Santander,Palmas_Del_Socorro,NA,68524,NA
Colombia-Santander-Paramo,municipality,Colombia,Santander,Paramo,NA,68533,NA
Colombia-Santander-Piedecuesta,municipality,Colombia,Santander,Piedecuesta,NA,68547,NA
Colombia-Santander-Pinchote,municipality,Colombia,Santander,Pinchote,NA,68549,NA
Colombia-Santander-Puente_Nacional,municipality,Colombia,Santander,Puente_Nacional,NA,68572,NA
Colombia-Santander-Puerto_Parra,municipality,Colombia,Santander,Puerto_Parra,NA,68573,NA
Colombia-Santander-Puerto_Wilches,municipality,Colombia,Santander,Puerto_Wilches,NA,68575,NA
Colombia-Santander-Rionegro,municipality,Colombia,Santander,Rionegro,NA,68615,NA
Colombia-Santander-Sabana_De_Torres,municipality,Colombia,Santander,Sabana_De_Torres,NA,68655,NA
Colombia-Santander-San_Andres,municipality,Colombia,Santander,San_Andres,NA,68669,NA
Colombia-Santander-San_Benito,municipality,Colombia,Santander,San_Benito,NA,68673,NA
Colombia-Santander-San_Gil,municipality,Colombia,Santander,San_Gil,NA,68679,NA
Colombia-Santander-San_Joaquin,municipality,Colombia,Santander,San_Joaquin,NA,68682,NA
Colombia-Santander-San_Jose_De_Miranda,municipality,Colombia,Santander,San_Jose_De_Miranda,NA,68684,NA
Colombia-Santander-San_Miguel,municipality,Colombia,Santander,San_Miguel,NA,68686,NA
Colombia-Santander-San_Vicente_De_Chucuri,municipality,Colombia,Santander,San_Vicente_De_Chucuri,NA,68689,NA
Colombia-Santander-Santa_Barbara,municipality,Colombia,Santander,Santa_Barbara,NA,68705,NA
Colombia-Santander-Santa_Helena_Del_Opon,municipality,Colombia,Santander,Santa_Helena_Del_Opon,NA,68720,NA
Colombia-Santander-Simacota,municipality,Colombia,Santander,Simacota,NA,68745,NA
Colombia-Santander-Socorro,municipality,Colombia,Santander,Socorro,NA,68755,NA
Colombia-Santander-Suaita,municipality,Colombia,Santander,Suaita,NA,68770,NA
Colombia-Santander-Sucre,municipality,Colombia,Santander,Sucre,NA,68773,NA
Colombia-Santander-Surata,municipality,Colombia,Santander,Surata,NA,68780,NA
Colombia-Santander-Tona,municipality,Colombia,Santander,Tona,NA,68820,NA
Colombia-Santander-Valle_De_San_Jose,municipality,Colombia,Santander,Valle_De_San_Jose,NA,68855,NA
Colombia-Santander-Velez,municipality,Colombia,Santander,Velez,NA,68861,NA
Colombia-Santander-Vetas,municipality,Colombia,Santander,Vetas,NA,68867,NA
Colombia-Santander-Villanueva,municipality,Colombia,Santander,Villanueva,NA,68872,NA
Colombia-Santander-Zapatoca,municipality,Colombia,Santander,Zapatoca,NA,68895,NA
Colombia-Sucre-Unknown,municipality,Colombia,Sucre,Unknown,NA,70000,NA
Colombia-Sucre-Sincelejo,municipality,Colombia,Sucre,Sincelejo,NA,70001,NA
Colombia-Sucre-Buenavista,municipality,Colombia,Sucre,Buenavista,NA,70110,NA
Colombia-Sucre-Caimito,municipality,Colombia,Sucre,Caimito,NA,70124,NA
Colombia-Sucre-Coloso,municipality,Colombia,Sucre,Coloso,NA,70204,NA
Colombia-Sucre-Corozal,municipality,Colombia,Sucre,Corozal,NA,70215,NA
Colombia-Sucre-Covenas,municipality,Colombia,Sucre,Covenas,NA,70221,NA
Colombia-Sucre-Chalan,municipality,Colombia,Sucre,Chalan,NA,70230,NA
Colombia-Sucre-El_Roble,municipality,Colombia,Sucre,El_Roble,NA,70233,NA
Colombia-Sucre-Galeras,municipality,Colombia,Sucre,Galeras,NA,70235,NA
Colombia-Sucre-Guaranda,municipality,Colombia,Sucre,Guaranda,NA,70265,NA
Colombia-Sucre-La_Union,municipality,Colombia,Sucre,La_Union,NA,70400,NA
Colombia-Sucre-Los_Palmitos,municipality,Colombia,Sucre,Los_Palmitos,NA,70418,NA
Colombia-Sucre-Majagual,municipality,Colombia,Sucre,Majagual,NA,70429,NA
Colombia-Sucre-Morroa,municipality,Colombia,Sucre,Morroa,NA,70473,NA
Colombia-Sucre-Ovejas,municipality,Colombia,Sucre,Ovejas,NA,70508,NA
Colombia-Sucre-Palmito,municipality,Colombia,Sucre,Palmito,NA,70523,NA
Colombia-Sucre-Sampues,municipality,Colombia,Sucre,Sampues,NA,70670,NA
Colombia-Sucre-San_Benito_Abad,municipality,Colombia,Sucre,San_Benito_Abad,NA,70678,NA
Colombia-Sucre-San_Juan_De_Betulia,municipality,Colombia,Sucre,San_Juan_De_Betulia,NA,70702,NA
Colombia-Sucre-San_Marcos,municipality,Colombia,Sucre,San_Marcos,NA,70708,NA
Colombia-Sucre-San_Onofre,municipality,Colombia,Sucre,San_Onofre,NA,70713,NA
Colombia-Sucre-San_Pedro,municipality,Colombia,Sucre,San_Pedro,NA,70717,NA
Colombia-Sucre-San_Luis_De_Since,municipality,Colombia,Sucre,San_Luis_De_Since,NA,70742,NA
Colombia-Sucre-Sucre,municipality,Colombia,Sucre,Sucre,NA,70771,NA
Colombia-Sucre-Santiago_De_Tolu,municipality,Colombia,Sucre,Santiago_De_Tolu,NA,70820,NA
Colombia-Sucre-Tolu_Viejo,municipality,Colombia,Sucre,Tolu_Viejo,NA,70823,NA
Colombia-Tolima-Unknown,municipality,Colombia,Tolima,Unknown,NA,73000,NA
Colombia-Tolima-Ibague,municipality,Colombia,Tolima,Ibague,NA,73001,NA
Colombia-Tolima-Alpujarra,municipality,Colombia,Tolima,Alpujarra,NA,73024,NA
Colombia-Tolima-Alvarado,municipality,Colombia,Tolima,Alvarado,NA,73026,NA
Colombia-Tolima-Ambalema,municipality,Colombia,Tolima,Ambalema,NA,73030,NA
Colombia-Tolima-Anzoategui,municipality,Colombia,Tolima,Anzoategui,NA,73043,NA
Colombia-Tolima-Armero,municipality,Colombia,Tolima,Armero,NA,73055,NA
Colombia-Tolima-Ataco,municipality,Colombia,Tolima,Ataco,NA,73067,NA
Colombia-Tolima-Cajamarca,municipality,Colombia,Tolima,Cajamarca,NA,73124,NA
Colombia-Tolima-Carmen_De_Apicala,municipality,Colombia,Tolima,Carmen_De_Apicala,NA,73148,NA
Colombia-Tolima-Casabianca,municipality,Colombia,Tolima,Casabianca,NA,73152,NA
Colombia-Tolima-Chaparral,municipality,Colombia,Tolima,Chaparral,NA,73168,NA
Colombia-Tolima-Coello,municipality,Colombia,Tolima,Coello,NA,73200,NA
Colombia-Tolima-Coyaima,municipality,Colombia,Tolima,Coyaima,NA,73217,NA
Colombia-Tolima-Cunday,municipality,Colombia,Tolima,Cunday,NA,73226,NA
Colombia-Tolima-Dolores,municipality,Colombia,Tolima,Dolores,NA,73236,NA
Colombia-Tolima-Espinal,municipality,Colombia,Tolima,Espinal,NA,73268,NA
Colombia-Tolima-Falan,municipality,Colombia,Tolima,Falan,NA,73270,NA
Colombia-Tolima-Flandes,municipality,Colombia,Tolima,Flandes,NA,73275,NA
Colombia-Tolima-Fresno,municipality,Colombia,Tolima,Fresno,NA,73283,NA
Colombia-Tolima-Guamo,municipality,Colombia,Tolima,Guamo,NA,73319,NA
Colombia-Tolima-Herveo,municipality,Colombia,Tolima,Herveo,NA,73347,NA
Colombia-Tolima-Honda,municipality,Colombia,Tolima,Honda,NA,73349,NA
Colombia-Tolima-Icononzo,municipality,Colombia,Tolima,Icononzo,NA,73352,NA
Colombia-Tolima-Lerida,municipality,Colombia,Tolima,Lerida,NA,73408,NA
Colombia-Tolima-Libano,municipality,Colombia,Tolima,Libano,NA,73411,NA
Colombia-Tolima-Mariquita,municipality,Colombia,Tolima,Mariquita,NA,73443,NA
Colombia-Tolima-Melgar,municipality,Colombia,Tolima,Melgar,NA,73449,NA
Colombia-Tolima-Murillo,municipality,Colombia,Tolima,Murillo,NA,73461,NA
Colombia-Tolima-Natagaima,municipality,Colombia,Tolima,Natagaima,NA,73483,NA
Colombia-Tolima-Ortega,municipality,Colombia,Tolima,Ortega,NA,73504,NA
Colombia-Tolima-Palocabildo,municipality,Colombia,Tolima,Palocabildo,NA,73520,NA
Colombia-Tolima-Piedras,municipality,Colombia,Tolima,Piedras,NA,73547,NA
Colombia-Tolima-Planadas,municipality,Colombia,Tolima,Planadas,NA,73555,NA
Colombia-Tolima-Prado,municipality,Colombia,Tolima,Prado,NA,73563,NA
Colombia-Tolima-Purificacion,municipality,Colombia,Tolima,Purificacion,NA,73585,NA
Colombia-Tolima-Rioblanco,municipality,Colombia,Tolima,Rioblanco,NA,73616,NA
Colombia-Tolima-Roncesvalles,municipality,Colombia,Tolima,Roncesvalles,NA,73622,NA
Colombia-Tolima-Rovira,municipality,Colombia,Tolima,Rovira,NA,73624,NA
Colombia-Tolima-Saldana,municipality,Colombia,Tolima,Saldana,NA,73671,NA
Colombia-Tolima-San_Antonio,municipality,Colombia,Tolima,San_Antonio,NA,73675,NA
Colombia-Tolima-San_Luis,municipality,Colombia,Tolima,San_Luis,NA,73678,NA
Colombia-Tolima-Santa_Isabel,municipality,Colombia,Tolima,Santa_Isabel,NA,73686,NA
Colombia-Tolima-Suarez,municipality,Colombia,Tolima,Suarez,NA,73770,NA
Colombia-Tolima-Valle_De_San_Juan,municipality,Colombia,Tolima,Valle_De_San_Juan,NA,73854,NA
Colombia-Tolima-Venadillo,municipality,Colombia,Tolima,Venadillo,NA,73861,NA
Colombia-Tolima-Villahermosa,municipality,Colombia,Tolima,Villahermosa,NA,73870,NA
Colombia-Tolima-Villarrica,municipality,Colombia,Tolima,Villarrica,NA,73873,NA
Colombia-Valle_Del_Cauca-Unknown,municipality,Colombia,Valle_Del_Cauca,Unknown,NA,76000,NA
Colombia-Valle_Del_Cauca-Cali,municipality,Colombia,Valle_Del_Cauca,Cali,NA,76001,NA
Colombia-Valle_Del_Cauca-Alcala,municipality,Colombia,Valle_Del_Cauca,Alcala,NA,76020,NA
Colombia-Valle_Del_Cauca-Andalucia,municipality,Colombia,Valle_Del_Cauca,Andalucia,NA,76036,NA
Colombia-Valle_Del_Cauca-Ansermanuevo,municipality,Colombia,Valle_Del_Cauca,Ansermanuevo,NA,76041,NA
Colombia-Valle_Del_Cauca-Argelia,municipality,Colombia,Valle_Del_Cauca,Argelia,NA,76054,NA
Colombia-Valle_Del_Cauca-Bolivar,municipality,Colombia,Valle_Del_Cauca,Bolivar,NA,76100,NA
Colombia-Valle_Del_Cauca-Buenaventura,municipality,Colombia,Valle_Del_Cauca,Buenaventura,NA,76109,NA
Colombia-Valle_Del_Cauca-Guadalajara_De_Buga,municipality,Colombia,Valle_Del_Cauca,Guadalajara_De_Buga,NA,76111,NA
Colombia-Valle_Del_Cauca-Bugalagrande,municipality,Colombia,Valle_Del_Cauca,Bugalagrande,NA,76113,NA
Colombia-Valle_Del_Cauca-Caicedonia,municipality,Colombia,Valle_Del_Cauca,Caicedonia,NA,76122,NA
Colombia-Valle_Del_Cauca-Calima,municipality,Colombia,Valle_Del_Cauca,Calima,NA,76126,NA
Colombia-Valle_Del_Cauca-Candelaria,municipality,Colombia,Valle_Del_Cauca,Candelaria,NA,76130,NA
Colombia-Valle_Del_Cauca-Cartago,municipality,Colombia,Valle_Del_Cauca,Cartago,NA,76147,NA
Colombia-Valle_Del_Cauca-Dagua,municipality,Colombia,Valle_Del_Cauca,Dagua,NA,76233,NA
Colombia-Valle_Del_Cauca-El_Aguila,municipality,Colombia,Valle_Del_Cauca,El_Aguila,NA,76243,NA
Colombia-Valle_Del_Cauca-El_Cairo,municipality,Colombia,Valle_Del_Cauca,El_Cairo,NA,76246,NA
Colombia-Valle_Del_Cauca-El_Cerrito,municipality,Colombia,Valle_Del_Cauca,El_Cerrito,NA,76248,NA
Colombia-Valle_Del_Cauca-El_Dovio,municipality,Colombia,Valle_Del_Cauca,El_Dovio,NA,76250,NA
Colombia-Valle_Del_Cauca-Florida,municipality,Colombia,Valle_Del_Cauca,Florida,NA,76275,NA
Colombia-Valle_Del_Cauca-Ginebra,municipality,Colombia,Valle_Del_Cauca,Ginebra,NA,76306,NA
Colombia-Valle_Del_Cauca-Guacari,municipality,Colombia,Valle_Del_Cauca,Guacari,NA,76318,NA
Colombia-Valle_Del_Cauca-Jamundi,municipality,Colombia,Valle_Del_Cauca,Jamundi,NA,76364,NA
Colombia-Valle_Del_Cauca-La_Cumbre,municipality,Colombia,Valle_Del_Cauca,La_Cumbre,NA,76377,NA
Colombia-Valle_Del_Cauca-La_Union,municipality,Colombia,Valle_Del_Cauca,La_Union,NA,76400,NA
Colombia-Valle_Del_Cauca-La_Victoria,municipality,Colombia,Valle_Del_Cauca,La_Victoria,NA,76403,NA
Colombia-Valle_Del_Cauca-Obando,municipality,Colombia,Valle_Del_Cauca,Obando,NA,76497,NA
Colombia-Valle_Del_Cauca-Palmira,municipality,Colombia,Valle_Del_Cauca,Palmira,NA,76520,NA
Colombia-Valle_Del_Cauca-Pradera,municipality,Colombia,Valle_Del_Cauca,Pradera,NA,76563,NA
Colombia-Valle_Del_Cauca-Restrepo,municipality,Colombia,Valle_Del_Cauca,Restrepo,NA,76606,NA
Colombia-Valle_Del_Cauca-Riofrio,municipality,Colombia,Valle_Del_Cauca,Riofrio,NA,76616,NA
Colombia-Valle_Del_Cauca-Roldanillo,municipality,Colombia,Valle_Del_Cauca,Roldanillo,NA,76622,NA
Colombia-Valle_Del_Cauca-San_Pedro,municipality,Colombia,Valle_Del_Cauca,San_Pedro,NA,76670,NA
Colombia-Valle_Del_Cauca-Sevilla,municipality,Colombia,Valle_Del_Cauca,Sevilla,NA,76736,NA
Colombia-Valle_Del_Cauca-Toro,municipality,Colombia,Valle_Del_Cauca,Toro,NA,76823,NA
Colombia-Valle_Del_Cauca-Trujillo,municipality,Colombia,Valle_Del_Cauca,Trujillo,NA,76828,NA
Colombia-Valle_Del_Cauca-Tulua,municipality,Colombia,Valle_Del_Cauca,Tulua,NA,76834,NA
Colombia-Valle_Del_Cauca-Ulloa,municipality,Colombia,Valle_Del_Cauca,Ulloa,NA,76845,NA
Colombia-Valle_Del_Cauca-Versalles,municipality,Colombia,Valle_Del_Cauca,Versalles,NA,76863,NA
Colombia-Valle_Del_Cauca-Vijes,municipality,Colombia,Valle_Del_Cauca,Vijes,NA,76869,NA
Colombia-Valle_Del_Cauca-Yotoco,municipality,Colombia,Valle_Del_Cauca,Yotoco,NA,76890,NA
Colombia-Valle_Del_Cauca-Yumbo,municipality,Colombia,Valle_Del_Cauca,Yumbo,NA,76892,NA
Colombia-Valle_Del_Cauca-Zarzal,municipality,Colombia,Valle_Del_Cauca,Zarzal,NA,76895,NA
Colombia-Arauca-Unknown,municipality,Colombia,Arauca,Unknown,NA,81000,NA
Colombia-Arauca-Arauca,municipality,Colombia,Arauca,Arauca,NA,81001,NA
Colombia-Arauca-Arauquita,municipality,Colombia,Arauca,Arauquita,NA,81065,NA
Colombia-Arauca-Cravo_Norte,municipality,Colombia,Arauca,Cravo_Norte,NA,81220,NA
Colombia-Arauca-Fortul,municipality,Colombia,Arauca,Fortul,NA,81300,NA
Colombia-Arauca-Puerto_Rondon,municipality,Colombia,Arauca,Puerto_Rondon,NA,81591,NA
Colombia-Arauca-Saravena,municipality,Colombia,Arauca,Saravena,NA,81736,NA
Colombia-Arauca-Tame,municipality,Colombia,Arauca,Tame,NA,81794,NA
Colombia-Casanare-Unknown,municipality,Colombia,Casanare,Unknown,NA,85000,NA
Colombia-Casanare-Yopal,municipality,Colombia,Casanare,Yopal,NA,85001,NA
Colombia-Casanare-Aguazul,municipality,Colombia,Casanare,Aguazul,NA,85010,NA
Colombia-Casanare-Chameza,municipality,Colombia,Casanare,Chameza,NA,85015,NA
Colombia-Casanare-Hato_Corozal,municipality,Colombia,Casanare,Hato_Corozal,NA,85125,NA
Colombia-Casanare-La_Salina,municipality,Colombia,Casanare,La_Salina,NA,85136,NA
Colombia-Casanare-Mani,municipality,Colombia,Casanare,Mani,NA,85139,NA
Colombia-Casanare-Monterrey,municipality,Colombia,Casanare,Monterrey,NA,85162,NA
Colombia-Casanare-Nunchia,municipality,Colombia,Casanare,Nunchia,NA,85225,NA
Colombia-Casanare-Orocue,municipality,Colombia,Casanare,Orocue,NA,85230,NA
Colombia-Casanare-Paz_De_Ariporo,municipality,Colombia,Casanare,Paz_De_Ariporo,NA,85250,NA
Colombia-Casanare-Pore,municipality,Colombia,Casanare,Pore,NA,85263,NA
Colombia-Casanare-Recetor,municipality,Colombia,Casanare,Recetor,NA,85279,NA
Colombia-Casanare-Sabanalarga,municipality,Colombia,Casanare,Sabanalarga,NA,85300,NA
Colombia-Casanare-Sacama,municipality,Colombia,Casanare,Sacama,NA,85315,NA
Colombia-Casanare-San_Luis_De_Palenque,municipality,Colombia,Casanare,San_Luis_De_Palenque,NA,85325,NA
Colombia-Casanare-Tamara,municipality,Colombia,Casanare,Tamara,NA,85400,NA
Colombia-Casanare-Tauramena,municipality,Colombia,Casanare,Tauramena,NA,85410,NA
Colombia-Casanare-Trinidad,municipality,Colombia,Casanare,Trinidad,NA,85430,NA
Colombia-Casanare-Villanueva,municipality,Colombia,Casanare,Villanueva,NA,85440,NA
Colombia-Putumayo-Unknown,municipality,Colombia,Putumayo,Unknown,NA,86000,NA
Colombia-Putumayo-Mocoa,municipality,Colombia,Putumayo,Mocoa,NA,86001,NA
Colombia-Putumayo-Colon,municipality,Colombia,Putumayo,Colon,NA,86219,NA
Colombia-Putumayo-Orito,municipality,Colombia,Putumayo,Orito,NA,86320,NA
Colombia-Putumayo-Puerto_Asis,municipality,Colombia,Putumayo,Puerto_Asis,NA,86568,NA
Colombia-Putumayo-Puerto_Caicedo,municipality,Colombia,Putumayo,Puerto_Caicedo,NA,86569,NA
Colombia-Putumayo-Puerto_Guzman,municipality,Colombia,Putumayo,Puerto_Guzman,NA,86571,NA
Colombia-Putumayo-Leguizamo,municipality,Colombia,Putumayo,Leguizamo,NA,86573,NA
Colombia-Putumayo-Sibundoy,municipality,Colombia,Putumayo,Sibundoy,NA,86749,NA
Colombia-Putumayo-San_Francisco,municipality,Colombia,Putumayo,San_Francisco,NA,86755,NA
Colombia-Putumayo-San_Miguel,municipality,Colombia,Putumayo,San_Miguel,NA,86757,NA
Colombia-Putumayo-Santiago,municipality,Colombia,Putumayo,Santiago,NA,86760,NA
Colombia-Putumayo-Valle_Del_Guamuez,municipality,Colombia,Putumayo,Valle_Del_Guamuez,NA,86865,NA
Colombia-Putumayo-Villagarzon,municipality,Colombia,Putumayo,Villagarzon,NA,86885,NA
Colombia-San_Andres-Unknown,municipality,Colombia,San_Andres,Unknown,NA,88000,NA
Colombia-San_Andres-San_Andres,municipality,Colombia,San_Andres,San_Andres,NA,88001,NA
Colombia-San_Andres-Providencia,municipality,Colombia,San_Andres,Providencia,NA,88564,NA
Colombia-Amazonas-Unknown,municipality,Colombia,Amazonas,Unknown,NA,91000,NA
Colombia-Amazonas-Leticia,municipality,Colombia,Amazonas,Leticia,NA,91001,NA
Colombia-Amazonas-El_Encanto,municipality,Colombia,Amazonas,El_Encanto,NA,91263,NA
Colombia-Amazonas-La_Chorrera,municipality,Colombia,Amazonas,La_Chorrera,NA,91405,NA
Colombia-Amazonas-La_Pedrera,municipality,Colombia,Amazonas,La_Pedrera,NA,91407,NA
Colombia-Amazonas-La_Victoria,municipality,Colombia,Amazonas,La_Victoria,NA,91430,NA
Colombia-Amazonas-Miriti_Parana,municipality,Colombia,Amazonas,Miriti_Parana,NA,91460,NA
Colombia-Amazonas-Puerto_Alegria,municipality,Colombia,Amazonas,Puerto_Alegria,NA,91530,NA
Colombia-Amazonas-Puerto_Arica,municipality,Colombia,Amazonas,Puerto_Arica,NA,91536,NA
Colombia-Amazonas-Puerto_Narino,municipality,Colombia,Amazonas,Puerto_Narino,NA,91540,NA
Colombia-Amazonas-Puerto_Santander,municipality,Colombia,Amazonas,Puerto_Santander,NA,91669,NA
Colombia-Amazonas-Tarapaca,municipality,Colombia,Amazonas,Tarapaca,NA,91798,NA
Colombia-Guainia-Unknown,municipality,Colombia,Guainia,Unknown,NA,94000,NA
Colombia-Guainia-Inirida,municipality,Colombia,Guainia,Inirida,NA,94001,NA
Colombia-Guainia-Barranco_Minas,municipality,Colombia,Guainia,Barranco_Minas,NA,94343,NA
Colombia-Guainia-Mapiripana,municipality,Colombia,Guainia,Mapiripana,NA,94663,NA
Colombia-Guainia-San_Felipe,municipality,Colombia,Guainia,San_Felipe,NA,94883,NA
Colombia-Guainia-Puerto_Colombia,municipality,Colombia,Guainia,Puerto_Colombia,NA,94884,NA
Colombia-Guainia-La_Guadalupe,municipality,Colombia,Guainia,La_Guadalupe,NA,94885,NA
Colombia-Guainia-Cacahual,municipality,Colombia,Guainia,Cacahual,NA,94886,NA
Colombia-Guainia-Pana_Pana,municipality,Colombia,Guainia,Pana_Pana,NA,94887,NA
Colombia-Guainia-Morichal,municipality,Colombia,Guainia,Morichal,NA,94888,NA
Colombia-Guaviare-Unknown,municipality,Colombia,Guaviare,Unknown,NA,95000,NA
Colombia-Guaviare-San_Jose_Del_Guaviare,municipality,Colombia,Guaviare,San_Jose_Del_Guaviare,NA,95001,NA
Colombia-Guaviare-Calamar,municipality,Colombia,Guaviare,Calamar,NA,95015,NA
Colombia-Guaviare-El_Retorno,municipality,Colombia,Guaviare,El_Retorno,NA,95025,NA
Colombia-Guaviare-Miraflores,municipality,Colombia,Guaviare,Miraflores,NA,95200,NA
Colombia-Vaupes-Unknown,municipality,Colombia,Vaupes,Unknown,NA,97000,NA
Colombia-Vaupes-Mitu,municipality,Colombia,Vaupes,Mitu,NA,97001,NA
Colombia-Vaupes-Caruru,municipality,Colombia,Vaupes,Caruru,NA,97161,NA
Colombia-Vaupes-Pacoa,municipality,Colombia,Vaupes,Pacoa,NA,97511,NA
Colombia-Vaupes-Taraira,municipality,Colombia,Vaupes,Taraira,NA,97666,NA
Colombia-Vaupes-Papunaua,municipality,Colombia,Vaupes,Papunaua,NA,97777,NA
Colombia-Vaupes-Yavarate,municipality,Colombia,Vaupes,Yavarate,NA,97889,NA
Colombia-Vichada-Unknown,municipality,Colombia,Vichada,Unknown,NA,99000,NA
Colombia-Vichada-Puerto_Carreno,municipality,Colombia,Vichada,Puerto_Carreno,NA,99001,NA
Colombia-Vichada-La_Primavera,municipality,Colombia,Vichada,La_Primavera,NA,99524,NA
Colombia-Vichada-Santa_Rosalia,municipality,Colombia,Vichada,Santa_Rosalia,NA,99624,NA
Colombia-Vichada-Cumaribo,municipality,Colombia,Vichada,Cumaribo,NA,99773,NA
Colombia-Desconocido-Desconocido,municipality,Colombia,Desconocido,Desconocido,NA,,NA
Colombia-Bogota-Bogota,municipality,Colombia,Bogota,Bogota,NA,11001,NA
Colombia-Bogota-Bogota_DC,municipality,Colombia,Bogota,Bogota_DC,NA,11001,NA
Colombia-Bogota-Usaquen_Los_Cedros,municipality,Colombia,Bogota,Usaquen_Los_Cedros,NA,NA,NA
Colombia-Bogota-Usaquen_Santa_Barbara,municipality,Colombia,Bogota,Usaquen_Santa_Barbara,NA,NA,NA
Colombia-Bogota-Barrios_Unidos_Los_Andes,municipality,Colombia,Bogota,Barrios_Unidos_Los_Andes,NA,NA,NA
Colombia-Bogota-Barrios_Unidos_12_De_Octubre,municipality,Colombia,Bogota,Barrios_Unidos_12_De_Octubre,NA,NA,NA
Colombia-Bogota-San_Cristobal_Sociego,municipality,Colombia,Bogota,San_Cristobal_Sociego,NA,NA,NA
Colombia-Bogota-Tunjuelito_Venecia,municipality,Colombia,Bogota,Tunjuelito_Venecia,NA,NA,NA
Colombia-Bogota-Puente_Aranda_San_Rafael,municipality,Colombia,Bogota,Puente_Aranda_San_Rafael,NA,NA,NA
