"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
2016-04-06,"Ecuador","country","total_zika_suspected_cumulative","EC0001",NA,NA,139,"cases"
2016-04-06,"Ecuador-Bolivar","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-Canar","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-Cotopaxi","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-El_Oro","province","total_zika_suspected_cumulative","EC0001",NA,NA,16,"cases"
2016-04-06,"Ecuador-Esmeraldas","province","total_zika_suspected_cumulative","EC0001",NA,NA,28,"cases"
2016-04-06,"Ecuador-Galapagos","province","total_zika_suspected_cumulative","EC0001",NA,NA,2,"cases"
2016-04-06,"Ecuador-Guayas","province","total_zika_suspected_cumulative","EC0001",NA,NA,14,"cases"
2016-04-06,"Ecuador-Loja","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-Los_Rios","province","total_zika_suspected_cumulative","EC0001",NA,NA,16,"cases"
2016-04-06,"Ecuador-Manabi","province","total_zika_suspected_cumulative","EC0001",NA,NA,19,"cases"
2016-04-06,"Ecuador-Napo","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-Orellana","province","total_zika_suspected_cumulative","EC0001",NA,NA,5,"cases"
2016-04-06,"Ecuador-Pichincha","province","total_zika_suspected_cumulative","EC0001",NA,NA,25,"cases"
2016-04-06,"Ecuador-Santa_Elena","province","total_zika_suspected_cumulative","EC0001",NA,NA,1,"cases"
2016-04-06,"Ecuador-Santo_Domingo_de_los_Tsachilas","province","total_zika_suspected_cumulative","EC0001",NA,NA,3,"cases"
2016-04-06,"Ecuador-Sucumbios","province","total_zika_suspected_cumulative","EC0001",NA,NA,5,"cases"
2016-04-06,"Ecuador","country","total_zika_confirmed_cumulative","EC0002",NA,NA,91,"cases"
2016-04-06,"Ecuador-Azuay-Cuenca","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,1,"cases"
2016-04-06,"Ecuador-El_Oro-Machala","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,2,"cases"
2016-04-06,"Ecuador-El_Oro-Pasaje","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,1,"cases"
2016-04-06,"Ecuador-Esmeraldas-Esmeraldas","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,3,"cases"
2016-04-06,"Ecuador-Galapagos-Santa_Cruz","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,2,"cases"
2016-04-06,"Ecuador-Guayas-Daule","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,1,"cases"
2016-04-06,"Ecuador-Guayas-General_Antonio_Elizalde ","county","total_zika_confirmed_autochthonous","EC0003",NA,NA,1,"cases"
