"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-04-26","Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,1054,"cases"
"2016-04-26","Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,133,"cases"
"2016-04-26","Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,162,"cases"
"2016-04-26","Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,240,"cases"
"2016-04-26","Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,71,"cases"
"2016-04-26","Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,91,"cases"
"2016-04-26","Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,46,"cases"
"2016-04-26","Guatemala-Jalapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,32,"cases"
"2016-04-26","Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,22,"cases"
"2016-04-26","Guatemala-Jutiapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,39,"cases"
"2016-04-26","Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,36,"cases"
"2016-04-26","Guatemala-Peten_Norte","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,14,"cases"
"2016-04-26","Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,39,"cases"
"2016-04-26","Guatemala-San_Marcos","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,54,"cases"
"2016-04-26","Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,6,"cases"
"2016-04-26","Guatemala-Nor_Oriente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,12,"cases"
"2016-04-26","Guatemala-Central","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,23,"cases"
"2016-04-26","Guatemala-Peten_Sur_Occidental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,5,"cases"
"2016-04-26","Guatemala-El_Quiche","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,7,"cases"
"2016-04-26","Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,9,"cases"
"2016-04-26","Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,6,"cases"
"2016-04-26","Guatemala-Chimaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,4,"cases"
"2016-04-26","Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
"2016-04-26","Guatemala-Solola","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
