"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
2016-02-09,"Guatemala","country","total_zika_suspected","GT0001",NA,NA,57,"cases"
2016-02-09,"Guatemala-Zacapa","municipality","total_zika_suspected","GT0001",NA,NA,10,"cases"
2016-02-09,"Guatemala-Quetzaltenango","municipality","total_zika_suspected","GT0001",NA,NA,30,"cases"
2016-02-09,"Guatemala-Suchitepequez","municipality","total_zika_suspected","GT0001",NA,NA,9,"cases"
2016-02-09,"Guatemala-Izabal","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-Chiquimula","municipality","total_zika_suspected","GT0001",NA,NA,3,"cases"
2016-02-09,"Guatemala-Santa_Rosa","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-El_Progreso","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Retalhuleu","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Sacatepequez","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-Escuintla","municipality","total_zika_suspected","GT0001",NA,NA,2,"cases"
2016-02-09,"Guatemala-Nor_Occidente","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Sur","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,174,"cases"
2016-02-09,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,57,"cases"
2016-02-09,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,66,"cases"
2016-02-09,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,20,"cases"
2016-02-09,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,8,"cases"
2016-02-09,"Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,7,"cases"
2016-02-09,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,5,"cases"
2016-02-09,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
2016-02-09,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-09,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-09,"Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala","country","total_zika_confirmed_cumulative","GT0008",NA,NA,37,"cases"
